movement_reference,foreign_reference,lot_no,lot_date,departure_date,arrival_date,qty_pigs,qty_doa,fci_declaration,dep_assurance_no,dep_name,dep_address,dep_postcode,departure_cph,dest_assurance_no,dest_name,dest_address,dest_postcode,dest_cph
451115,LHNURZQUEQ,257FJMJHCWKZS,04/11/2018,20190711,20190712,36,5,5090,765888,PWNGBDHNBS,35 AUSPUYADPD,CH TRM,51/515/8816,184310,NRGHQZSVTX,65 AKKOWLMNHV,WD REY,88/242/8124
987504,YIJNQSVHUV,219MPRVJVBMRG,11/09/2018,20190517,20190518,44,3,6252,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140,810896,LNATZMZXRG,58 PQRWEAMISN,CD CXM,76/443/2839
545964,YGQXDDTSDW,268UNIUOSWGHU,08/07/2018,20190608,20190609,39,3,8007,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354
287636,HRPAYUYKZS,911JAYCWRFAGU,16/11/2018,20190816,20190817,181,29,3118,353833,WGIPSKDKZK,26 EPAZUJVMSV,NF CQY,55/521/8540,120117,SNLSZHPPBJ,56 OLAPDZMFDP,KV VXT,71/576/8674
845046,RETQMRBGVZ,648VVQMXCCXMC,07/04/2018,20191025,20191026,54,9,6580,825607,YYSFGUOWTD,86 VZBIXHKRVK,NM ESZ,56/160/6828,82180,EYKQLZTFPO,81 ZCCATYAVVP,IL NUF,46/228/9554
139821,VEJBVRPYAP,601FWBLBHTSVG,13/01/2018,20190801,20190802,168,3,7674,573724,VYLFXWKXDY,67 QLHNKIMOBV,AG AFQ,79/146/5527,795151,WJINPDYGPD,84 WPZTQFRHYE,VJ KRT,13/996/5427
932298,DUCCWALSEL,606BASCWJKVPH,28/01/2018,20190802,20190803,112,8,7597,904848,KZGLUVGQNT,89 YTFYXNOPGL,SR IBF,98/511/4260,573478,UCWRVKWFVG,69 RUOQPZMDAY,RM DWE,68/727/2028
202146,JZWBSBQJAI,564OXNLVUXHGK,15/08/2018,20190314,20190315,81,16,8172,679180,XEVOUFJYAX,85 YPMSGGFIBF,KU XDU,62/404/6205,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748
68822,JMRBRUZZFS,179NQRUDSAPSW,28/10/2018,20190905,20190906,160,2,9666,13056,FDAHNIMJTQ,56 IUKELWRDSQ,SE BGJ,60/351/1398,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354
574085,RJZRCOEUZW,551DULRFKFQLC,16/06/2018,20190627,20190628,144,25,8738,621990,BYPDKAUULX,31 CDVIAMOZYC,NC RJE,69/196/5890,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
572290,FEMAFSTDGV,367YDUFFXNIBN,11/08/2018,20190805,20190806,67,9,2920,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988,598061,IAQKZOJDYO,22 TAZPXJTVDT,PF BFU,70/736/7684
705916,YLCMVMNPRF,977HDVSPIAUIN,23/05/2018,20190421,20190422,69,10,2164,904161,KTETSDKGNJ,99 SEGGTFHXRG,IZ RAY,12/324/7713,846805,AOGCMOHXZQ,89 GXPTZGZSXT,MK OTY,29/433/3234
715534,JEGSPZJPYW,145IUXZZXKGHZ,28/12/2018,20190615,20190616,162,9,1453,406130,VYZNCRTPHT,32 PNISRLJABQ,GF XXB,86/954/5700,629423,EOQVIKTDLF,3 EPTHPYSFYN,SZ BSG,13/213/4477
692988,GZKBWJDDFQ,445HXUHVVPTSD,14/06/2018,20190114,20190115,176,12,5968,680250,VRIZGRARLI,4 ZSWYJITVLK,KX YQY,86/580/7898,925498,JUQNWIXUVI,17 MWSSRNJMNS,HG DWC,77/713/5478
559626,VCKHCHPBYM,189NKDKKVOBJO,13/12/2018,20190103,20190104,35,5,8804,224974,KBDQEAWDWT,42 SMOMAKJBXJ,NH NMA,32/280/8465,236996,CRRFSDTASQ,5 MFIMUEAZTW,SU LEF,86/828/1484
650971,ODQVAHRVCB,581SJYIIFWHUV,13/01/2018,20190908,20190909,96,12,2344,156890,AVUAEAWDDZ,94 YPXJDCTKKY,TR UOY,98/213/3911,723559,DVRDLQZGLG,31 TSDGSTQZAZ,PW VGF,96/999/4677
44207,WYSKILVKXH,274BFDRRTQCUP,27/11/2018,20190903,20190904,172,31,4327,339011,HSRSUOYDBU,69 LGKERPAPTW,WS ICT,33/397/6002,170512,MMRKIZZBKF,55 DHPNLSLGFV,FA YGF,10/899/1847
798006,RCZFBSLMRJ,148HXGNHIAHCV,17/12/2018,20191025,20191026,91,9,6080,950087,MYCWACKEAP,4 JOCLTUVZRQ,IZ BSE,64/400/9543,472809,SEUBSTFAHX,85 PWEIXUTDPD,ER WEA,51/469/9863
937228,GXIAOGQNVH,979GFUMTEAWED,09/07/2018,20191016,20191017,79,7,4881,772751,FCPMCSYOZG,97 UYWBNTDPGJ,YR UNE,16/873/3120,378463,KULTVHDMXP,54 XQZKSYLASC,MC JJT,57/418/6011
814035,NSKFJRCYJD,210FKWNXDGOKZ,08/11/2018,20190223,20190224,95,1,1661,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354,860681,XCHRGECKLQ,99 IISYLREWUI,AY CSZ,23/601/4337
409717,EFYSCLDIQH,756MPNFRQFUVN,18/12/2018,20191104,20191105,137,27,7570,434775,ANWUVTEAAL,63 VWRWJHNZIF,HP CTL,92/927/4215,621990,BYPDKAUULX,31 CDVIAMOZYC,NC RJE,69/196/5890
58352,YIPIVEOHIG,880ZWGOGXVCIO,03/08/2018,20191001,20191002,100,15,7862,788798,AEAIESAWXB,28 DRTROVNHBE,QX ULF,28/945/6017,994338,BZHQMVNJFS,47 BAYLONOQPE,YI OEF,95/123/9647
917576,QRNPUYXLFO,448SEVDTJIFFT,06/07/2018,20190417,20190418,44,4,3741,859851,RLMBYRKGAH,30 JYFPDWFTCA,XE CAQ,46/655/5777,58028,GUELJUNFQX,88 AXCXMBRTBV,VR ZUG,12/427/8549
276898,YNZWZIXGDN,672UREYEZNAMH,23/04/2018,20191225,20191226,72,9,4892,387762,SDLIKZNSIH,59 LNPSFUMSDX,OC MSH,85/459/8371,283283,FBMPAKOXII,31 UZDUYVPAPL,YQ CGF,70/182/3852
147020,SXRJTVQYCR,877KRNEEDKWSN,17/11/2018,20190728,20190729,36,1,4420,483670,KGQGQOHJJE,30 ZSCMIAEAEF,CX LFD,52/884/1995,106024,PMMSGSSDAX,9 LHZQPWPEJA,RL WNX,79/777/3424
336266,OSGLZGOWUK,763MLKMNGIJCH,06/08/2018,20190603,20190604,131,22,3503,928425,OTFNNLSBFV,36 WQKGOQDXAH,SZ NZI,23/282/2424,106024,PMMSGSSDAX,9 LHZQPWPEJA,RL WNX,79/777/3424
681221,ULRUADYPBQ,306YTRIIGALRO,10/12/2018,20191119,20191120,87,6,4293,124145,EWTLHMSMIE,44 QJPKEYEAGQ,UY HWW,28/293/6782,409915,WJNGQOMTCN,65 TPVGXGDGCD,UY SWZ,68/783/8280
729913,ADMUBBGPMY,222ENVXQNVSLU,18/01/2018,20190915,20190916,73,4,1349,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140,825607,YYSFGUOWTD,86 VZBIXHKRVK,NM ESZ,56/160/6828
289166,EDUXVJHEJR,174OOSURFNNBH,13/05/2018,20190717,20190718,98,5,8565,184310,NRGHQZSVTX,65 AKKOWLMNHV,WD REY,88/242/8124,550144,JTQZYLSUBQ,30 QSMQIAQBXO,IE OYW,52/620/3530
908495,OKIELRYBQD,438KLVCYSOEIN,28/06/2018,20190609,20190610,162,28,7636,297139,AIPOFPRMDB,91 XXLERCIMZO,CM MIX,68/642/7050,688323,MHUBAUBZUP,12 YKCVHICNGI,SL IQQ,82/192/1124
474849,GTRXWQMGXL,930MCJBSMXFKH,28/05/2018,20191018,20191019,55,10,2121,940881,WFBILKMFVW,40 ZAXCRVVQVE,HS IET,17/903/9116,239881,QOHUYTKVEZ,98 XRCXXMKCQV,EY RAF,95/376/3006
785515,PAPFBPIVUT,575QFOGWBZSLB,17/03/2018,20190519,20190520,86,9,8563,330754,MXXNGNJWWR,74 BOYWTOHIML,LN COT,10/161/7572,702010,JHEHVALAMF,3 CSXPKWFKKU,GP WRT,31/473/4857
772129,AWATKNELMV,809MGJTKEJETD,20/11/2018,20190705,20190706,142,9,3626,822145,TTZHTMMTNL,82 VJQPTJXTLU,OZ AOR,41/891/3641,184310,NRGHQZSVTX,65 AKKOWLMNHV,WD REY,88/242/8124
699552,WADBBCZYQF,786CZHZECWMBV,28/02/2018,20190210,20190211,109,14,1431,543666,YBUJVUSPPG,93 WLOYUVYTEB,XA PTO,14/414/7089,204339,EYESDULDTV,23 FBBGYURDUV,JJ NQX,32/688/4443
407317,JDLMAQPZXM,576OLEMVTIMQK,23/11/2018,20190705,20190706,167,8,1994,527162,JSPFAOPUFJ,33 RBUNLTZIDG,QM YCF,20/744/9188,776204,LMZNPSLSUL,52 SXASTXWBQZ,ID CPQ,20/567/2533
23480,DLETYCITFL,938MOLABWJWYL,09/12/2018,20190724,20190725,152,9,8269,91578,WJFMDIANJX,41 TDSWKSMRVH,LL KVP,18/689/7210,991087,CZQRMKLIAX,1 SXWEAWAATT,FZ ZEC,24/630/2808
872301,HUFNKHANIT,460MLPACDSJLA,24/10/2018,20191116,20191117,83,13,6739,401884,YAEVOXEEGW,14 DOKJKGWJNP,MZ RRR,15/957/8528,759978,ZFBMPSZPMM,86 KUCSXIYRKG,OU YLQ,40/832/7521
839721,ZVUGNOPXQL,550NFMBYGSUIW,05/10/2018,20190805,20190806,83,13,6850,93761,GWOBAUARQH,15 YZNDKFRKAC,BN TYH,92/483/6260,921699,TOCWJGEJEF,25 ASZKARRMPC,JC JFU,89/635/3615
864413,CQPVGYUVQV,298MFJERUBPIZ,20/03/2018,20190426,20190427,140,8,2923,566990,DROECGZLNU,37 BEXWEMRNGU,DG VSM,75/345/2020,941970,NYKOYWOAPJ,38 IVHWABUILP,NX WBG,32/659/7081
465963,VRDJIIFABJ,957FDDCWIPUAQ,13/04/2018,20190719,20190720,154,21,3307,872557,MLKOETEKII,79 SCMCDDRKAA,HC QIA,65/240/3174,170512,MMRKIZZBKF,55 DHPNLSLGFV,FA YGF,10/899/1847
518915,QVBKGMQLFL,130LXMMQTOIBA,09/02/2018,20190101,20190102,121,7,6435,716780,FRKCCTZOXG,5 DDOMKHMPZR,NF ZJS,29/943/4823,86356,KREOIGIRAQ,65 YGBXFYLSBL,FC KAZ,50/311/4527
148137,TUDFVSJJOE,434RLWRRWIZQN,07/06/2018,20190423,20190424,157,15,7895,716861,OKXVARXTFW,93 VZLTMUSGNX,VL MJV,94/651/9064,679180,XEVOUFJYAX,85 YPMSGGFIBF,KU XDU,62/404/6205
180979,FRYDXUHVFM,419ZBUVBIZSPL,22/10/2018,20190706,20190707,104,15,6610,881048,JXOUAZUKDL,80 CLCTLNHEXH,CY BUU,71/542/7150,846805,AOGCMOHXZQ,89 GXPTZGZSXT,MK OTY,29/433/3234
113908,JHOMMTCZLI,814PVAHFIYKJB,04/03/2018,20190914,20190915,39,2,3393,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988,940881,WFBILKMFVW,40 ZAXCRVVQVE,HS IET,17/903/9116
238226,VCHAUKJMLZ,259VCRAXAZZEA,06/03/2018,20190509,20190510,122,11,1089,91578,WJFMDIANJX,41 TDSWKSMRVH,LL KVP,18/689/7210,734567,GYEYBSZMRE,76 ZPJROWVPCH,UO FEX,95/435/2021
361763,VPOSFYODAK,290JEGOBMRRWJ,12/09/2018,20190311,20190312,53,3,7930,508483,HGDRNSNBQX,80 PTFMAXJCTZ,VX FSO,61/886/4001,765888,PWNGBDHNBS,35 AUSPUYADPD,CH TRM,51/515/8816
56095,ZCXYQZVYII,973PEFRONMHFG,08/02/2018,20190422,20190423,102,14,8611,791702,FXCEHLNFOB,86 AHMNXHDDSA,YL GSA,12/435/4034,189450,LDNRLQFQRD,92 YVAXKHGHKD,ML YTS,52/216/2149
122257,ERJTHQCJVF,414OTCEDXZMKL,28/09/2018,20190827,20190828,39,6,7573,749730,WOCPTVJXRE,25 QCQKYNXMGA,WZ MUD,28/904/8338,297139,AIPOFPRMDB,91 XXLERCIMZO,CM MIX,68/642/7050
871771,LBIPJCAJJK,250BDQRAVOLSR,14/05/2018,20190224,20190225,135,4,8466,567201,PBFPOMVKOW,13 ERTXFREEUE,DL BGG,20/645/8856,750916,MNLBOXPMZD,82 LYYPCGPFAK,QP YJH,17/138/4106
365920,PEJBFCQZUE,549OMSBCOYPGL,08/09/2018,20191122,20191123,58,7,2170,49541,ZEQUTDTKZW,94 ISNIPCSTWS,UH BJZ,79/642/5562,339011,HSRSUOYDBU,69 LGKERPAPTW,WS ICT,33/397/6002
850093,SODHUAOZFU,307VPLZCQOBSH,26/04/2018,20191203,20191204,179,10,1066,275698,GVLJNNTZEJ,4 GAMBJIMFOD,EG PNF,31/702/1754,862227,BOVGPIPCER,1 ESHKSOYQJU,SK SDY,40/955/1066
473032,DFROQEWEGO,678PQAIRVFQBK,26/01/2018,20190601,20190602,145,1,1993,460085,GRRBEQGIZO,90 TGYPOHWAUD,GZ GCU,31/892/1857,58028,GUELJUNFQX,88 AXCXMBRTBV,VR ZUG,12/427/8549
323031,FFZWCDDTXW,803EJSQXWPAOB,05/05/2018,20191206,20191207,182,35,1004,91578,WJFMDIANJX,41 TDSWKSMRVH,LL KVP,18/689/7210,996219,UYRYPXNTGU,10 VBLBFDSAFH,TV XCF,52/577/5349
194396,EHCSSAXKCO,671FKNGBJNZGU,12/08/2018,20191115,20191116,131,13,1563,124145,EWTLHMSMIE,44 QJPKEYEAGQ,UY HWW,28/293/6782,120117,SNLSZHPPBJ,56 OLAPDZMFDP,KV VXT,71/576/8674
527669,CVVFGCXKVB,894UGIATHRMFO,22/08/2018,20190409,20190410,91,11,2817,166831,CQFXWYJOZS,3 YWPZQPLKRQ,WR MSM,10/533/5657,297316,KNOAMNHIYK,40 QEEMXXKMMF,OU MUP,28/732/9624
968176,EUVOXELZUI,354EQSLREPYCX,13/08/2018,20191222,20191223,47,0,3283,846805,AOGCMOHXZQ,89 GXPTZGZSXT,MK OTY,29/433/3234,270498,PGKNACCBRB,16 BSSYRHSTAD,OE NNF,14/459/4224
563563,KJSGCMCBYI,829AFZXEIJHJP,15/09/2018,20190916,20190917,39,5,1544,715492,DSOFWVRVHB,51 TKECGJYNJL,KI AIV,83/155/8655,297316,KNOAMNHIYK,40 QEEMXXKMMF,OU MUP,28/732/9624
500666,YBSEMIMGMF,529TONNOMARVG,14/01/2018,20190721,20190722,58,5,8146,537849,WFFTSXVCAR,60 LDVCRMAFPH,DY WAB,62/245/8420,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
737971,TKVJAFHIDC,748ZUUMPVWGHL,28/12/2018,20190520,20190521,98,6,5755,629423,EOQVIKTDLF,3 EPTHPYSFYN,SZ BSG,13/213/4477,872560,ITWIKQVZSH,17 RJTFIBYJDC,LA ERL,25/591/6144
593625,JKXHTDKZKF,783CRUDIOTFKP,15/02/2018,20190619,20190620,188,3,6181,791702,FXCEHLNFOB,86 AHMNXHDDSA,YL GSA,12/435/4034,715492,DSOFWVRVHB,51 TKECGJYNJL,KI AIV,83/155/8655
400835,QWPBMDFOLU,422RGRESNAYZD,08/10/2018,20191121,20191122,177,15,4184,806057,XZXNVHUHAU,79 DAQZSIEBNE,RQ VOW,41/434/4415,156890,AVUAEAWDDZ,94 YPXJDCTKKY,TR UOY,98/213/3911
777107,UILYMJWSJB,142XANPRZMCFF,08/06/2018,20191212,20191213,146,25,7226,376454,RNZBHLYONP,64 XCTUIZVGYW,SA UPB,30/435/3761,467563,XVWSYVCGPX,18 JSIQKLPRYP,OX ZVA,40/910/1916
797284,IORLTELZMU,371GPWTISNCIR,06/04/2018,20191226,20191227,169,25,3855,387043,PASGHQHFLF,59 YUAXRDVUTQ,EP ZET,67/787/7308,892101,OQGXZIBWPN,94 ZGBEOMGZSC,GW PLL,90/829/4001
882908,DSNTCKOAFM,401GCLDAXIDEH,26/06/2018,20190925,20190926,132,12,9849,948401,MROJNFYKPR,61 IMTJBYBRHC,TA KQA,21/858/3667,659133,GSNVJMXOIE,36 JKQZHMHWIJ,PC MCC,61/109/8440
689493,MOFSKNHTXZ,215BKDYHWYEBE,26/12/2018,20191003,20191004,126,7,3996,748383,UYKNUBIUZB,3 CCPVCWKROE,GR XCE,37/795/5662,556329,ZEHPLIKJGD,82 CUESHYVVVN,MD BJS,59/980/5898
32070,CJDHHRGOZD,819ULZINNRZZT,17/07/2018,20190602,20190603,101,15,7464,86356,KREOIGIRAQ,65 YGBXFYLSBL,FC KAZ,50/311/4527,52485,EXITTJSUXG,43 QHKXSEFYSQ,BY TUF,48/271/1338
899609,YWATLCGGSY,506BPIWXKFEQR,27/06/2018,20190119,20190120,146,22,7531,810896,LNATZMZXRG,58 PQRWEAMISN,CD CXM,76/443/2839,851081,SFOQTNEBMB,18 ENFQHEUTDK,TR PSV,99/409/1343
490308,YFAFGMZKZS,877CCVUHBYTJK,14/03/2018,20191115,20191116,69,12,5718,851081,SFOQTNEBMB,18 ENFQHEUTDK,TR PSV,99/409/1343,678626,GLSGJZUUNT,13 ZDVBPFSOOV,RL BLB,64/636/8614
666185,JDJILCKQLM,446OSXZKODOUL,07/06/2018,20190101,20190102,158,10,7814,795151,WJINPDYGPD,84 WPZTQFRHYE,VJ KRT,13/996/5427,862227,BOVGPIPCER,1 ESHKSOYQJU,SK SDY,40/955/1066
456413,APDEYTZZVB,505VKKPGWAORB,25/04/2018,20190508,20190509,46,5,4538,556111,VKGVCXKPMW,16 JHYQBVONEQ,DI ROZ,68/891/6323,204339,EYESDULDTV,23 FBBGYURDUV,JJ NQX,32/688/4443
68408,OPACDIPSYC,331IPCFVOOOJU,24/01/2018,20190626,20190627,139,5,8309,46311,HCJZRIKHSY,82 QINUPMFEOE,TH EQD,63/749/2405,52485,EXITTJSUXG,43 QHKXSEFYSQ,BY TUF,48/271/1338
212536,XCUQENFWCV,616QXEWCCXRWQ,21/06/2018,20191021,20191022,169,2,8500,92219,SHVBQYHMBN,16 WZRYUBYQDU,YW ZLB,48/384/9883,760859,PFUHKSUURF,37 NTZBFLTKUS,ZD VDI,57/961/5592
65986,YLGNACKHCB,970SESOUATEXU,06/05/2018,20190423,20190424,155,25,5637,699871,USMQABBFED,24 ZFNQGAJIBT,DC LQP,49/940/1336,734567,GYEYBSZMRE,76 ZPJROWVPCH,UO FEX,95/435/2021
694480,QRUFZQORLQ,302HWAJNGNXLW,14/12/2018,20190827,20190828,125,19,6206,149277,DITENXUMBZ,54 IZFZZCDZJU,MQ HCR,57/321/3983,856066,DZHNTBLDWM,62 DRRUNQYIKT,QD LQF,36/659/7148
686103,HZPEHBKJKC,743FXRADEEBPB,19/03/2018,20190916,20190917,76,8,7987,706795,LZDYGVGWPA,25 CCZVCKLMZN,LQ TJN,61/424/2009,716780,FRKCCTZOXG,5 DDOMKHMPZR,NF ZJS,29/943/4823
22640,ZSKRFJWVZF,979IDODERJKSF,08/02/2018,20191212,20191213,92,15,5401,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748,395639,QBUEBMKOSC,62 PWXXSUPCAC,TX YQU,34/467/9102
437292,CYFVFXFMRL,588VZJKMKVVDN,10/01/2018,20190919,20190920,112,1,5217,917802,WMXPPZSOAB,69 SOKMLQCBXA,XP EFA,57/427/5455,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140
977746,EOJCWEMKED,854WGDGURBLXJ,24/10/2018,20191205,20191206,108,7,3795,825607,YYSFGUOWTD,86 VZBIXHKRVK,NM ESZ,56/160/6828,721908,OZEWQCEOIM,80 ZFNBYBQGVV,GM GXZ,45/679/9202
527511,SCVJSGKCDM,376KHICFOSHHW,02/11/2018,20190428,20190429,135,21,4125,124145,EWTLHMSMIE,44 QJPKEYEAGQ,UY HWW,28/293/6782,665190,SUUGPXYQPH,10 PRBFAFQHCX,ML GYH,40/506/4101
832665,NNGATWAVBZ,287PDUGZATSLG,12/01/2018,20190215,20190216,99,7,1739,395837,CLPWXWVZSO,34 MMUYNKKALF,RB YJO,90/599/4706,168286,IWFLGLZDID,59 YHDFPWCKBI,OZ XKY,39/245/3824
216994,MDUUZVRYNF,789DVQMNAMBLV,18/03/2018,20190428,20190429,167,33,2702,599210,RNQBEINPGC,58 GVXVYCOUMI,ZZ ZUQ,98/756/1868,472809,SEUBSTFAHX,85 PWEIXUTDPD,ER WEA,51/469/9863
873270,IAFHITWFNY,370WZBEBXUVCE,06/05/2018,20190208,20190209,92,13,7362,573724,VYLFXWKXDY,67 QLHNKIMOBV,AG AFQ,79/146/5527,968943,YLSDTVAITX,93 MCNGRMPQST,GB FRX,76/613/8076
365875,YVRDCAANEZ,375ITCDHFXELD,19/12/2018,20190915,20190916,79,9,1901,531653,OKMEOQGEJX,64 YXQPLOMVSC,LD ZYJ,95/383/5454,714722,CUDXKNCELL,57 GAIZJLHRJK,YA FDD,64/745/9830
126729,XJENUHKIYI,201AGKFHBLEZU,12/04/2018,20190110,20190111,114,11,5014,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140,169409,EPWJLHDCWX,37 EVKFUXAWKG,MN XXN,54/868/1322
691436,EKBJMRVGSL,653OBITZHWOTH,24/12/2018,20190615,20190616,187,29,2857,435492,FDERQXIAYD,88 KCEQYTTVGL,DH LXH,84/613/2906,872557,MLKOETEKII,79 SCMCDDRKAA,HC QIA,65/240/3174
232351,EQXDZZLNBY,680LFPSXJMFPX,23/12/2018,20191016,20191017,97,10,2458,948401,MROJNFYKPR,61 IMTJBYBRHC,TA KQA,21/858/3667,339011,HSRSUOYDBU,69 LGKERPAPTW,WS ICT,33/397/6002
600804,LTBRYPHQKO,380OZDZLMHCNE,24/03/2018,20190518,20190519,52,7,9271,378463,KULTVHDMXP,54 XQZKSYLASC,MC JJT,57/418/6011,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748
969579,RUQELAOAKR,897EOPZXAWYNZ,03/05/2018,20190909,20190910,116,1,1243,289951,ZUORMRSLSM,33 JIITDNNWDB,VM JSF,12/927/6771,723559,DVRDLQZGLG,31 TSDGSTQZAZ,PW VGF,96/999/4677
717872,ALLVGRIWZM,464PXIWJVORHB,24/08/2018,20190824,20190825,184,14,8317,395837,CLPWXWVZSO,34 MMUYNKKALF,RB YJO,90/599/4706,845135,VXHVFDHTYM,65 JUNQLGIZUL,ND MAC,56/606/9225
397715,USDVUJYBVV,748TKFIPHVBUA,03/10/2018,20191210,20191211,77,7,1832,905329,YDPWUTSAFO,31 EIXHDJSPSW,OE FGA,34/331/2418,483670,KGQGQOHJJE,30 ZSCMIAEAEF,CX LFD,52/884/1995
676728,LZVFGVTGGF,850ANMEJFQEZC,22/06/2018,20190214,20190215,94,8,5832,388977,KYHERNPQMO,29 GFRPNVSNXO,WA GVA,68/366/6490,297139,AIPOFPRMDB,91 XXLERCIMZO,CM MIX,68/642/7050
786686,WGAYRXKHKI,106ZNOXHRSPFU,07/06/2018,20190825,20190826,55,3,1314,959254,OYFCXVTOYL,94 IYOBHBTJWI,YB HWC,69/393/9398,556329,ZEHPLIKJGD,82 CUESHYVVVN,MD BJS,59/980/5898
65251,OJLQOSFUAL,996VGNRHPZPIF,12/06/2018,20190109,20190110,133,17,8742,521914,WVZMLMYLBA,12 IRGTIPHTGT,OE BTU,81/183/6253,764517,GESLUKKCPU,91 GCCAWIUWND,HU XTM,85/507/6791
974091,XVUGFVGIAV,485STBEVAXUSS,09/08/2018,20191023,20191024,188,11,5433,342005,ZBKBQOEQVH,90 BUTWXOQIEV,WW BKY,63/841/5112,531653,OKMEOQGEJX,64 YXQPLOMVSC,LD ZYJ,95/383/5454
352335,QFLDBCUYRZ,935JAGETUCWWC,13/09/2018,20190619,20190620,95,10,4077,153220,XDCACVDHBS,14 ROZLVVUBDM,AI FBU,29/675/4499,197228,LYVUWEOMER,29 ZOJUJFVVCF,AN LMA,73/932/9136
577750,DEKORMROTD,253LIZMZRBODB,17/07/2018,20190618,20190619,40,2,7376,714722,CUDXKNCELL,57 GAIZJLHRJK,YA FDD,64/745/9830,340152,UTJJQAVWNM,26 UNSCMXVTXL,PC OGV,85/466/6078
574250,TNHHOFTPAQ,135HXJQXPKGDZ,16/11/2018,20190516,20190517,182,30,4697,566990,DROECGZLNU,37 BEXWEMRNGU,DG VSM,75/345/2020,765888,PWNGBDHNBS,35 AUSPUYADPD,CH TRM,51/515/8816
100543,FHDVQMFMZL,298JZFUAMNRDF,08/07/2018,20190412,20190413,119,12,6808,120117,SNLSZHPPBJ,56 OLAPDZMFDP,KV VXT,71/576/8674,556111,VKGVCXKPMW,16 JHYQBVONEQ,DI ROZ,68/891/6323
364838,MXDAESPMWD,294UBYRJWVDWC,06/11/2018,20190415,20190416,66,11,1271,813149,ZCTOCYRXSZ,33 IAHRWMWMIW,DW ZBF,19/985/3462,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140
56505,FFJSAGLEDL,223SJAWRBQUQI,13/08/2018,20191014,20191015,125,17,1655,481545,OWRDSAKJYS,67 ZZQRJNQIEQ,CJ URA,48/454/6523,991087,CZQRMKLIAX,1 SXWEAWAATT,FZ ZEC,24/630/2808
920244,YOFMUKPCKU,948CRGZEXNWKL,02/02/2018,20191104,20191105,187,4,4516,925498,JUQNWIXUVI,17 MWSSRNJMNS,HG DWC,77/713/5478,788798,AEAIESAWXB,28 DRTROVNHBE,QX ULF,28/945/6017
256573,TKWKLMRARW,134ORPZTQJGFE,02/02/2018,20190204,20190205,152,12,7057,537849,WFFTSXVCAR,60 LDVCRMAFPH,DY WAB,62/245/8420,941970,NYKOYWOAPJ,38 IVHWABUILP,NX WBG,32/659/7081
677890,HOQOUDDATW,664NDGLLMETNK,01/09/2018,20190710,20190711,70,12,2073,847041,AUYAQBQKKX,96 PBICISKTAU,JJ IMF,73/588/4268,959653,FCFYFWJPYK,91 VNMHIIQTXB,ZG QSX,36/885/8878
106220,YCRVPQSNQJ,560QELORQTEZS,25/09/2018,20190424,20190425,123,5,6873,855499,EBHCRZBHWY,16 EUKEMBWVPD,FD LJB,84/458/5686,52485,EXITTJSUXG,43 QHKXSEFYSQ,BY TUF,48/271/1338
908592,UCIWRXLSTQ,955JYMVOLQLBQ,24/01/2018,20191110,20191111,106,18,8031,13056,FDAHNIMJTQ,56 IUKELWRDSQ,SE BGJ,60/351/1398,483670,KGQGQOHJJE,30 ZSCMIAEAEF,CX LFD,52/884/1995
461863,QZILETRQEO,828IVLQTHQEFX,18/10/2018,20191216,20191217,104,20,8411,148402,LZOKQEOZVE,29 OQLSRQBWJV,TR IYX,29/809/9045,388977,KYHERNPQMO,29 GFRPNVSNXO,WA GVA,68/366/6490
452617,WVXRYJRAPO,733NFLUTAIYKX,20/04/2018,20190902,20190903,70,2,6306,716780,FRKCCTZOXG,5 DDOMKHMPZR,NF ZJS,29/943/4823,680250,VRIZGRARLI,4 ZSWYJITVLK,KX YQY,86/580/7898
620013,MAKJXXZNBK,879KLVVIWRSDW,12/04/2018,20190627,20190628,186,32,4157,508483,HGDRNSNBQX,80 PTFMAXJCTZ,VX FSO,61/886/4001,604538,HLSIORWIGI,66 JOLGNDMUVL,OX NNV,46/681/2814
